#File	/home/jkimball/data_release/umgc/novaseq/190828_A00223_0198_BHCMFVDRXX/Kimball_Project_003/Female_S1_R1_001.fastq.gz	/home/jkimball/data_release/umgc/novaseq/190828_A00223_0198_BHCMFVDRXX/Kimball_Project_003/Female_S1_R2_001.fastq.gz
#Total	121737828
#Matched	8242143	6.77040%
#Name	Reads	ReadsPct
21092	1618	0.00133%
5223	1597	0.00131%
6208	1595	0.00131%
478	1592	0.00131%
2520	1566	0.00129%
62400	1548	0.00127%
91282	1548	0.00127%
12830	1541	0.00127%
1136	1512	0.00124%
55615	1508	0.00124%
61	1505	0.00124%
29425	1503	0.00123%
37	1493	0.00123%
25841	1457	0.00120%
54195	1457	0.00120%
12731	1454	0.00119%
38418	1454	0.00119%
2435	1446	0.00119%
5888	1442	0.00118%
36608	1425	0.00117%
9735	1405	0.00115%
80861	1399	0.00115%
177923	1393	0.00114%
3938	1382	0.00114%
25018	1375	0.00113%
18255	1373	0.00113%
21814	1363	0.00112%
1447	1359	0.00112%
2468	1354	0.00111%
11834	1350	0.00111%
42122	1350	0.00111%
17468	1348	0.00111%
72135	1346	0.00111%
69409	1343	0.00110%
51187	1342	0.00110%
35050	1340	0.00110%
7844	1340	0.00110%
15687	1339	0.00110%
1073	1337	0.00110%
69906	1333	0.00109%
78651	1331	0.00109%
2650	1330	0.00109%
52620	1321	0.00109%
16330	1315	0.00108%
25219	1313	0.00108%
18483	1306	0.00107%
11690	1304	0.00107%
34806	1298	0.00107%
1057	1293	0.00106%
19361	1280	0.00105%
133	1265	0.00104%
47665	1264	0.00104%
3561	1259	0.00103%
65551	1249	0.00103%
11043	1248	0.00103%
4526	1245	0.00102%
71874	1240	0.00102%
39830	1228	0.00101%
29431	1225	0.00101%
69430	1222	0.00100%
7114	1218	0.00100%
198763	1217	0.00100%
23530	1201	0.00099%
1178	1191	0.00098%
20636	1191	0.00098%
2915	1191	0.00098%
1541	1179	0.00097%
85167	1170	0.00096%
4786	1167	0.00096%
12840	1163	0.00096%
4727	1162	0.00095%
1990	1160	0.00095%
4766	1154	0.00095%
4977	1152	0.00095%
60970	1130	0.00093%
22391	1116	0.00092%
10792	1115	0.00092%
7702	1112	0.00091%
858	1111	0.00091%
5318	1110	0.00091%
970	1108	0.00091%
24107	1106	0.00091%
7976	1099	0.00090%
49071	1097	0.00090%
1618	1095	0.00090%
6507	1092	0.00090%
5670	1091	0.00090%
10166	1085	0.00089%
12039	1085	0.00089%
6002	1080	0.00089%
71882	1079	0.00089%
17585	1078	0.00089%
190625	1078	0.00089%
8965	1074	0.00088%
6099	1055	0.00087%
786	1047	0.00086%
11611	1044	0.00086%
47562	1039	0.00085%
21150	1036	0.00085%
1364	1035	0.00085%
12494	1034	0.00085%
44872	1030	0.00085%
1628	1017	0.00084%
3743	1013	0.00083%
14330	1010	0.00083%
17003	1001	0.00082%
759	1000	0.00082%
771	991	0.00081%
13912	983	0.00081%
36410	979	0.00080%
49822	978	0.00080%
101451	968	0.00080%
389	967	0.00079%
103	966	0.00079%
1564	963	0.00079%
23436	963	0.00079%
1253	961	0.00079%
24911	960	0.00079%
2529	958	0.00079%
10423	954	0.00078%
217	954	0.00078%
5725	954	0.00078%
22152	946	0.00078%
14891	943	0.00077%
7332	941	0.00077%
92428	941	0.00077%
11497	940	0.00077%
12425	940	0.00077%
99674	940	0.00077%
8787	936	0.00077%
2067	935	0.00077%
56947	924	0.00076%
10902	917	0.00075%
8091	917	0.00075%
8375	916	0.00075%
6371	914	0.00075%
75215	913	0.00075%
740	912	0.00075%
8261	912	0.00075%
1320	902	0.00074%
41504	901	0.00074%
13093	894	0.00073%
114872	893	0.00073%
383	887	0.00073%
46189	887	0.00073%
4066	883	0.00073%
84446	880	0.00072%
4447	876	0.00072%
7499	866	0.00071%
12462	863	0.00071%
274	861	0.00071%
39167	853	0.00070%
12	841	0.00069%
42961	833	0.00068%
56849	833	0.00068%
48568	830	0.00068%
76420	828	0.00068%
8005	818	0.00067%
3427	813	0.00067%
3586	812	0.00067%
66139	812	0.00067%
2521	811	0.00067%
1179	808	0.00066%
190753	801	0.00066%
917	792	0.00065%
21669	790	0.00065%
3474	789	0.00065%
8807	786	0.00065%
16932	778	0.00064%
31704	774	0.00064%
19720	770	0.00063%
3332	768	0.00063%
1148	762	0.00063%
4	762	0.00063%
36985	751	0.00062%
548	750	0.00062%
21419	743	0.00061%
68701	739	0.00061%
50851	736	0.00060%
196	735	0.00060%
278	734	0.00060%
1239	733	0.00060%
3000	730	0.00060%
1486	726	0.00060%
21427	725	0.00060%
4276	725	0.00060%
79824	719	0.00059%
48851	718	0.00059%
637	717	0.00059%
71521	715	0.00059%
8200	713	0.00059%
20739	711	0.00058%
30104	711	0.00058%
7003	710	0.00058%
14387	706	0.00058%
18328	706	0.00058%
4085	706	0.00058%
22505	700	0.00058%
8493	697	0.00057%
7670	693	0.00057%
33757	691	0.00057%
40024	689	0.00057%
90597	687	0.00056%
1742	683	0.00056%
32460	683	0.00056%
14088	679	0.00056%
23823	678	0.00056%
9434	677	0.00056%
16456	672	0.00055%
11881	667	0.00055%
27635	667	0.00055%
577	667	0.00055%
6795	665	0.00055%
2455	663	0.00054%
79283	662	0.00054%
34881	661	0.00054%
18332	659	0.00054%
71654	658	0.00054%
1865	644	0.00053%
112670	642	0.00053%
16657	639	0.00052%
52652	636	0.00052%
20120	632	0.00052%
5567	632	0.00052%
7596	630	0.00052%
189601	629	0.00052%
9	626	0.00051%
84975	625	0.00051%
32794	621	0.00051%
3533	620	0.00051%
22683	617	0.00051%
1639	616	0.00051%
62126	616	0.00051%
2728	614	0.00050%
72870	610	0.00050%
75078	610	0.00050%
100702	607	0.00050%
1345	604	0.00050%
130543	602	0.00049%
9502	602	0.00049%
2558	601	0.00049%
32961	598	0.00049%
62310	598	0.00049%
13772	594	0.00049%
2169	593	0.00049%
73220	593	0.00049%
4226	585	0.00048%
4296	585	0.00048%
165773	584	0.00048%
1590	583	0.00048%
115731	581	0.00048%
20816	577	0.00047%
7374	577	0.00047%
1336	575	0.00047%
59235	574	0.00047%
2584	570	0.00047%
1666	569	0.00047%
5052	569	0.00047%
7275	568	0.00047%
1613	567	0.00047%
13043	566	0.00046%
7051	564	0.00046%
8464	564	0.00046%
58496	563	0.00046%
904	562	0.00046%
67158	559	0.00046%
26094	555	0.00046%
26158	554	0.00046%
4573	546	0.00045%
132633	543	0.00045%
7698	543	0.00045%
22314	540	0.00044%
5369	540	0.00044%
38580	537	0.00044%
14929	536	0.00044%
29602	536	0.00044%
4590	536	0.00044%
39702	535	0.00044%
58411	534	0.00044%
82644	533	0.00044%
23247	531	0.00044%
96737	528	0.00043%
47441	527	0.00043%
85132	525	0.00043%
1015	523	0.00043%
135170	523	0.00043%
43966	521	0.00043%
54885	520	0.00043%
78067	517	0.00042%
2526	515	0.00042%
27355	502	0.00041%
19869	501	0.00041%
30867	500	0.00041%
80494	500	0.00041%
9044	499	0.00041%
95242	498	0.00041%
6891	497	0.00041%
12291	496	0.00041%
2818	493	0.00040%
39320	491	0.00040%
89710	491	0.00040%
107361	485	0.00040%
18368	483	0.00040%
55312	483	0.00040%
6716	479	0.00039%
4541	476	0.00039%
16114	475	0.00039%
13231	472	0.00039%
55457	470	0.00039%
51017	467	0.00038%
28804	466	0.00038%
8888	464	0.00038%
10281	462	0.00038%
2828	461	0.00038%
34390	460	0.00038%
933	460	0.00038%
17381	459	0.00038%
22758	459	0.00038%
32429	459	0.00038%
32695	459	0.00038%
88588	459	0.00038%
17796	455	0.00037%
5578	454	0.00037%
5522	452	0.00037%
26319	449	0.00037%
15214	445	0.00037%
19073	445	0.00037%
51738	445	0.00037%
66244	442	0.00036%
67412	442	0.00036%
42636	439	0.00036%
270807	438	0.00036%
36059	438	0.00036%
3514	433	0.00036%
50573	433	0.00036%
49817	432	0.00035%
16565	427	0.00035%
11069	426	0.00035%
80836	426	0.00035%
9443	424	0.00035%
114	422	0.00035%
1081	417	0.00034%
162257	417	0.00034%
83746	416	0.00034%
16305	415	0.00034%
53013	415	0.00034%
40895	413	0.00034%
3892	412	0.00034%
1617	409	0.00034%
475	409	0.00034%
62994	407	0.00033%
27327	405	0.00033%
28120	403	0.00033%
70591	402	0.00033%
56432	398	0.00033%
6297	398	0.00033%
919	398	0.00033%
32432	393	0.00032%
1018	392	0.00032%
103630	392	0.00032%
36489	391	0.00032%
1863	390	0.00032%
126532	387	0.00032%
890	386	0.00032%
93811	386	0.00032%
4230	385	0.00032%
36219	384	0.00032%
1095	383	0.00031%
23608	383	0.00031%
12309	381	0.00031%
70262	381	0.00031%
2060	378	0.00031%
34184	378	0.00031%
8548	378	0.00031%
14537	372	0.00031%
4969	370	0.00030%
