#File	/home/jkimball/data_release/umgc/novaseq/190828_A00223_0198_BHCMFVDRXX/Kimball_Project_003/Male_S4_R1_001.fastq.gz	/home/jkimball/data_release/umgc/novaseq/190828_A00223_0198_BHCMFVDRXX/Kimball_Project_003/Male_S4_R2_001.fastq.gz
#Total	108806166
#Matched	24018747	22.07480%
#Name	Reads	ReadsPct
15572	8202	0.00754%
54118	8137	0.00748%
2246	8021	0.00737%
217	8019	0.00737%
2077	8006	0.00736%
10392	7957	0.00731%
13093	7867	0.00723%
49488	7852	0.00722%
90765	7849	0.00721%
13222	7808	0.00718%
3305	7805	0.00717%
4036	7755	0.00713%
27769	7606	0.00699%
20087	7605	0.00699%
56351	7603	0.00699%
47065	7436	0.00683%
13912	7428	0.00683%
25219	7413	0.00681%
12830	7407	0.00681%
5687	7287	0.00670%
11695	7223	0.00664%
11611	7215	0.00663%
40410	7202	0.00662%
76457	7175	0.00659%
329921	7163	0.00658%
1141	7143	0.00656%
54195	7066	0.00649%
2431	7026	0.00646%
9455	7019	0.00645%
89	6949	0.00639%
35050	6911	0.00635%
1057	6878	0.00632%
8787	6856	0.00630%
20794	6799	0.00625%
25116	6785	0.00624%
25698	6729	0.00618%
12076	6687	0.00615%
4777	6633	0.00610%
51187	6623	0.00609%
14208	6615	0.00608%
21780	6595	0.00606%
29080	6524	0.00600%
16330	6496	0.00597%
9735	6455	0.00593%
5725	6331	0.00582%
48851	6323	0.00581%
14330	6285	0.00578%
78699	6279	0.00577%
1443	6256	0.00575%
2435	6253	0.00575%
36410	6200	0.00570%
1447	6180	0.00568%
133	6174	0.00567%
5888	6136	0.00564%
3938	6022	0.00553%
48844	5975	0.00549%
5117	5965	0.00548%
4786	5962	0.00548%
5670	5960	0.00548%
5318	5953	0.00547%
1253	5856	0.00538%
12218	5853	0.00538%
741	5825	0.00535%
858	5816	0.00535%
4727	5800	0.00533%
12731	5764	0.00530%
21150	5734	0.00527%
5223	5734	0.00527%
8037	5728	0.00526%
20636	5706	0.00524%
3269	5701	0.00524%
39166	5623	0.00517%
53985	5596	0.00514%
39702	5465	0.00502%
4766	5460	0.00502%
25841	5458	0.00502%
41790	5425	0.00499%
18483	5417	0.00498%
