#File	/home/jkimball/data_release/umgc/novaseq/190828_A00223_0198_BHCMFVDRXX/Kimball_Project_003/Root_S5_R1_001.fastq.gz	/home/jkimball/data_release/umgc/novaseq/190828_A00223_0198_BHCMFVDRXX/Kimball_Project_003/Root_S5_R2_001.fastq.gz
#Total	113348972
#Matched	97921687	86.38957%
#Name	Reads	ReadsPct
5670	10601	0.00935%
19361	10573	0.00933%
17003	10516	0.00928%
190753	10457	0.00923%
3533	10408	0.00918%
13926	10331	0.00911%
759	10225	0.00902%
9502	10221	0.00902%
475	10137	0.00894%
2455	10121	0.00893%
10280	10108	0.00892%
20120	10089	0.00890%
58496	10065	0.00888%
1639	9937	0.00877%
14330	9936	0.00877%
48568	9872	0.00871%
389	9867	0.00870%
7976	9854	0.00869%
858	9824	0.00867%
21669	9776	0.00862%
38580	9626	0.00849%
12039	9538	0.00841%
71874	9511	0.00839%
54195	9412	0.00830%
53965	9346	0.00825%
12494	9325	0.00823%
114872	9321	0.00822%
217	9318	0.00822%
4066	9272	0.00818%
7844	9255	0.00817%
38418	9189	0.00811%
7114	9059	0.00799%
62126	8992	0.00793%
1564	8872	0.00783%
24107	8813	0.00778%
41504	8801	0.00776%
72870	8766	0.00773%
383	8749	0.00772%
7702	8741	0.00771%
190625	8722	0.00769%
8261	8707	0.00768%
18332	8668	0.00765%
13912	8628	0.00761%
17444	8544	0.00754%
1990	8467	0.00747%
1057	8433	0.00744%
5578	8427	0.00743%
79824	8424	0.00743%
67412	8393	0.00740%
24911	8390	0.00740%
548	8375	0.00739%
8807	8341	0.00736%
12731	8281	0.00731%
22683	8256	0.00728%
10902	8252	0.00728%
4	8236	0.00727%
11611	8215	0.00725%
2169	8163	0.00720%
10792	8159	0.00720%
56432	8113	0.00716%
11881	8107	0.00715%
14088	8097	0.00714%
11043	8080	0.00713%
66244	8077	0.00713%
2067	8027	0.00708%
1253	7999	0.00706%
90597	7967	0.00703%
55615	7950	0.00701%
8037	7887	0.00696%
577	7831	0.00691%
7499	7831	0.00691%
165773	7819	0.00690%
1742	7818	0.00690%
49834	7817	0.00690%
10423	7802	0.00688%
6099	7774	0.00686%
22505	7763	0.00685%
4447	7699	0.00679%
278	7668	0.00676%
40024	7574	0.00668%
51017	7573	0.00668%
10079	7569	0.00668%
2650	7565	0.00667%
34881	7539	0.00665%
843	7497	0.00661%
956	7470	0.00659%
89710	7469	0.00659%
2828	7415	0.00654%
36410	7345	0.00648%
114	7338	0.00647%
49071	7306	0.00645%
7670	7279	0.00642%
8375	7250	0.00640%
21419	7228	0.00638%
4276	7191	0.00634%
6507	7151	0.00631%
1628	7142	0.00630%
22314	7134	0.00629%
16932	7103	0.00627%
3000	7097	0.00626%
2311	7047	0.00622%
166049	7013	0.00619%
15214	6981	0.00616%
8787	6940	0.00612%
4085	6913	0.00610%
4296	6876	0.00607%
1320	6875	0.00607%
16657	6868	0.00606%
1590	6861	0.00605%
1073	6856	0.00605%
2529	6854	0.00605%
48851	6842	0.00604%
3332	6804	0.00600%
22152	6777	0.00598%
4526	6741	0.00595%
36489	6691	0.00590%
7003	6670	0.00588%
27355	6648	0.00587%
12	6606	0.00583%
7231	6592	0.00582%
14387	6575	0.00580%
46189	6518	0.00575%
8091	6499	0.00573%
1239	6400	0.00565%
14537	6368	0.00562%
1613	6328	0.00558%
1810	6324	0.00558%
19073	6278	0.00554%
904	6269	0.00553%
59235	6247	0.00551%
80041	6242	0.00551%
68701	6229	0.00550%
23436	6201	0.00547%
84446	6174	0.00545%
2468	6160	0.00543%
2228	6142	0.00542%
1015	6125	0.00540%
41351	6054	0.00534%
47441	6049	0.00534%
92428	5993	0.00529%
13093	5948	0.00525%
5318	5946	0.00525%
32429	5920	0.00522%
1345	5868	0.00518%
66	5850	0.00516%
19869	5847	0.00516%
5210	5756	0.00508%
101451	5747	0.00507%
215924	5692	0.00502%
1148	5666	0.00500%
12462	5657	0.00499%
4157	5564	0.00491%
14104	5529	0.00488%
189601	5524	0.00487%
8464	5524	0.00487%
3586	5519	0.00487%
55821	5473	0.00483%
49822	5462	0.00482%
4590	5457	0.00481%
27635	5434	0.00479%
7723	5424	0.00479%
20739	5366	0.00473%
13770	5354	0.00472%
17833	5353	0.00472%
6891	5320	0.00469%
49817	5319	0.00469%
20816	5314	0.00469%
16305	5303	0.00468%
5378	5220	0.00461%
18091	5208	0.00459%
27603	5199	0.00459%
2173	5141	0.00454%
62994	5129	0.00452%
26319	5111	0.00451%
6961	5109	0.00451%
75215	5072	0.00447%
26094	5035	0.00444%
3474	4986	0.00440%
29431	4985	0.00440%
270807	4975	0.00439%
10976	4974	0.00439%
4977	4973	0.00439%
126532	4959	0.00437%
112670	4930	0.00435%
7131	4913	0.00433%
44620	4887	0.00431%
7898	4830	0.00426%
14743	4825	0.00426%
5463	4808	0.00424%
10281	4792	0.00423%
5567	4761	0.00420%
4499	4684	0.00413%
3625	4637	0.00409%
11539	4594	0.00405%
9044	4587	0.00405%
36985	4565	0.00403%
14891	4558	0.00402%
85132	4528	0.00399%
890	4497	0.00397%
21806	4469	0.00394%
58947	4454	0.00393%
23247	4435	0.00391%
36477	4410	0.00389%
30406	4404	0.00389%
12291	4388	0.00387%
6795	4363	0.00385%
100702	4353	0.00384%
4573	4332	0.00382%
15809	4329	0.00382%
62494	4252	0.00375%
72135	4229	0.00373%
53013	4198	0.00370%
519	4196	0.00370%
2558	4185	0.00369%
43966	4184	0.00369%
3875	4148	0.00366%
17796	4142	0.00365%
30867	4114	0.00363%
29602	4111	0.00363%
23826	4110	0.00363%
15898	4106	0.00362%
39702	4103	0.00362%
933	4097	0.00361%
57000	4073	0.00359%
3492	4071	0.00359%
2199	4034	0.00356%
39320	4024	0.00355%
14390	4015	0.00354%
13772	4004	0.00353%
8888	3995	0.00352%
51738	3938	0.00347%
118287	3885	0.00343%
16565	3883	0.00343%
54885	3841	0.00339%
12151	3837	0.00339%
1018	3833	0.00338%
13231	3794	0.00335%
8548	3777	0.00333%
8493	3775	0.00333%
81157	3716	0.00328%
42930	3713	0.00328%
9	3675	0.00324%
1865	3657	0.00323%
1486	3646	0.00322%
17381	3635	0.00321%
2671	3623	0.00320%
18368	3619	0.00319%
1559	3593	0.00317%
1194	3592	0.00317%
10017	3582	0.00316%
25116	3582	0.00316%
7698	3582	0.00316%
12309	3580	0.00316%
31825	3579	0.00316%
59179	3577	0.00316%
42636	3574	0.00315%
105557	3562	0.00314%
4077	3557	0.00314%
10717	3554	0.00314%
11069	3539	0.00312%
8478	3534	0.00312%
12674	3529	0.00311%
22852	3522	0.00311%
24471	3515	0.00310%
2973	3515	0.00310%
10289	3451	0.00304%
61009	3441	0.00304%
5	3439	0.00303%
2728	3438	0.00303%
139189	3418	0.00302%
88515	3416	0.00301%
9701	3416	0.00301%
196	3373	0.00298%
18967	3363	0.00297%
8857	3359	0.00296%
95	3356	0.00296%
83160	3349	0.00295%
940	3348	0.00295%
