Orthogroup,Zizania_palustris,Oryza_sativa
OG0000113,2,3
OG0000113,1,1
OG0000113,1,1
OG0000114,4,1
OG0000114,3,1
OG0000114,5,3
OG0000114,2,2
OG0000115,2,1
OG0000115,2,1
OG0000115,1,2
OG0000115,2,1
OG0000116,1,2
OG0000116,1,2
OG0000116,1,1
OG0000117,1,1
OG0000118,1,1
OG0000118,1,1
OG0000118,3,2
OG0000118,3,1
OG0000119,2,1
OG0000119,2,1
OG0000119,3,1
OG0000119,2,1
OG0000119,2,1
OG0000119,1,1
OG0000120,1,1
OG0000120,2,1
OG0000120,2,1
OG0000120,1,1
OG0000120,1,1
OG0000120,2,3
OG0000123,2,2
OG0000123,1,1
OG0000123,2,2
OG0000123,2,1
OG0000124,1,1
OG0000124,3,1
OG0000124,2,2
OG0000125,2,1
OG0000125,1,1
OG0000125,3,1
OG0000125,1,1
OG0000125,1,2
OG0000126,1,1
OG0000126,2,1
OG0000126,3,1
OG0000127,2,1
OG0000127,1,1
OG0000127,2,1
OG0000127,2,1
OG0000128,2,1
OG0000128,1,2
OG0000129,1,3
OG0000129,2,3
OG0000129,1,1
OG0000129,1,1
OG0000129,1,3
OG0000130,2,1
OG0000130,2,1
OG0000130,2,1
OG0000130,2,3
OG0000131,1,2
OG0000131,1,1
OG0000131,2,2
OG0000131,2,2
OG0000131,3,1
OG0000132,2,5
OG0000133,3,1
OG0000133,1,1
OG0000133,1,1
OG0000133,4,2
OG0000133,1,1
OG0000133,2,1
OG0000134,1,2
OG0000134,2,2
OG0000134,2,1
OG0000135,1,3
OG0000135,1,1
OG0000135,3,7
OG0000136,1,2
OG0000137,1,1
OG0000137,2,1
OG0000137,2,1
OG0000137,3,2
OG0000137,1,1
OG0000137,2,2
OG0000137,1,2
OG0000138,1,1
OG0000138,3,1
OG0000138,2,1
OG0000138,1,1
OG0000138,2,2
OG0000140,1,3
OG0000140,2,1
OG0000140,1,2
OG0000140,1,1
OG0000140,2,1
OG0000140,1,1
OG0000140,1,1
OG0000141,1,1
OG0000141,2,1
OG0000141,1,2
OG0000142,6,1
OG0000142,2,1
OG0000142,1,1
OG0000142,1,2
OG0000142,3,2
OG0000142,2,1
OG0000142,1,1
OG0000143,1,1
OG0000143,1,1
OG0000143,1,2
OG0000143,2,1
OG0000143,1,2
OG0000145,2,3
OG0000145,2,3
OG0000145,1,1
OG0000146,1,1
OG0000146,1,1
OG0000146,2,2
OG0000147,2,1
OG0000147,1,1
OG0000147,1,1
OG0000147,3,1
OG0000148,1,2
OG0000149,1,1
OG0000149,3,1
OG0000149,1,1
OG0000152,1,1
OG0000152,2,3
OG0000152,1,2
OG0000153,1,1
OG0000154,1,1
OG0000154,1,3
OG0000154,1,2
OG0000156,1,3
OG0000157,1,1
OG0000157,1,1
OG0000158,2,1
OG0000158,1,1
OG0000158,3,1
OG0000158,2,1
OG0000158,1,1
OG0000158,1,2
OG0000158,1,1
OG0000159,1,2
OG0000159,2,1
OG0000159,1,3
OG0000159,1,1
OG0000159,2,1
OG0000160,2,1
OG0000160,1,1
OG0000161,2,1
OG0000161,1,1
OG0000161,2,1
OG0000161,2,1
OG0000162,1,1
OG0000164,1,1
OG0000164,2,3
OG0000164,1,1
OG0000164,1,1
OG0000164,1,1
OG0000164,2,3
OG0000164,1,1
OG0000164,1,1
OG0000164,1,1
OG0000164,2,1
OG0000164,2,4
OG0000165,2,2
OG0000165,1,1
OG0000165,2,1
OG0000165,1,1
OG0000165,1,1
OG0000165,2,1
OG0000166,1,1
OG0000167,2,1
OG0000167,2,3
OG0000169,1,1
OG0000169,1,2
OG0000171,1,1
OG0000171,2,1
OG0000171,2,1
OG0000171,1,1
OG0000171,1,1
OG0000171,1,1
OG0000171,1,1
OG0000171,1,1
OG0000171,3,1
OG0000174,2,1
OG0000174,2,1
OG0000174,2,1
OG0000174,2,2
OG0000174,2,1
OG0000174,2,1
OG0000174,1,1
OG0000176,1,2
OG0000177,2,2
OG0000177,1,2
OG0000177,2,1
OG0000177,1,1
OG0000177,1,1
OG0000177,2,1
OG0000177,2,1
OG0000178,6,1
OG0000178,1,2
OG0000179,3,1
OG0000179,4,6
OG0000180,1,1
OG0000180,1,1
OG0000180,2,1
OG0000180,1,1
OG0000180,1,1
OG0000181,2,1
OG0000181,1,2
OG0000181,2,1
OG0000181,1,1
OG0000181,1,2
OG0000182,1,1
OG0000182,1,2
OG0000183,2,1
OG0000183,1,1
OG0000183,1,2
OG0000183,1,1
OG0000183,2,1
OG0000183,1,1
OG0000183,2,2
OG0000183,2,1
OG0000186,1,1
OG0000186,1,1
OG0000186,1,1
OG0000187,2,1
OG0000187,1,1
OG0000187,2,1
OG0000187,2,1
OG0000187,2,2
OG0000189,2,1
OG0000189,1,1
OG0000189,1,1
OG0000189,2,1
OG0000189,2,5
OG0000190,2,2
OG0000190,1,3
OG0000190,1,2
OG0000190,2,4
OG0000190,1,3
OG0000191,1,1
OG0000191,1,1
OG0000191,1,1
OG0000192,1,1
OG0000192,1,1
OG0000192,1,2
OG0000192,1,1
OG0000193,1,1
OG0000193,1,1
OG0000193,1,2
OG0000193,2,1
OG0000193,3,1
OG0000193,2,1
OG0000193,1,1
OG0000193,1,1
OG0000193,3,3
OG0000193,3,1
OG0000194,2,1
OG0000194,1,1
OG0000194,1,1
OG0000194,3,1
OG0000194,2,1
OG0000194,2,1
OG0000194,2,1
OG0000194,1,1
OG0000195,2,2
OG0000195,1,1
OG0000195,3,1
OG0000196,1,1
OG0000196,1,1
OG0000196,1,2
OG0000196,1,1
OG0000196,1,1
OG0000196,1,2
OG0000197,1,3
OG0000197,1,1
OG0000197,1,1
OG0000197,1,1
OG0000197,1,1
OG0000197,1,3
OG0000199,1,1
OG0000199,1,2
OG0000199,1,1
OG0000199,1,1
OG0000199,1,1
OG0000199,2,2
OG0000199,1,1
OG0000199,1,1
OG0000199,2,2
OG0000200,1,12
OG0000201,1,1
OG0000201,1,1
OG0000201,2,2
OG0000201,1,1
OG0000201,2,3
OG0000201,2,1
OG0000201,1,1
OG0000202,1,1
OG0000202,1,1
OG0000202,1,1
OG0000203,1,1
OG0000203,1,2
OG0000204,1,1
OG0000204,1,2
OG0000204,2,1
OG0000204,1,1
OG0000205,2,1
OG0000205,2,3
OG0000205,1,1
OG0000205,2,1
OG0000206,1,3
OG0000206,2,1
OG0000206,1,1
OG0000207,1,1
OG0000207,1,1
OG0000207,3,2
OG0000208,1,1
OG0000208,1,2
OG0000208,2,2
OG0000208,1,2
OG0000208,1,1
OG0000210,1,1
OG0000210,2,1
OG0000210,1,3
OG0000210,1,1
OG0000210,1,2
OG0000211,1,1
OG0000211,1,1
OG0000211,1,1
OG0000211,1,1
OG0000211,1,1
OG0000211,2,1
OG0000211,1,1
OG0000212,1,1
OG0000212,1,1
OG0000212,1,1
OG0000215,1,1
OG0000216,3,1
OG0000216,1,2
OG0000216,1,1
OG0000217,1,2
OG0000217,2,1
OG0000218,1,1
OG0000219,2,1
OG0000220,2,3
OG0000220,1,1
OG0000221,1,1
OG0000222,3,2
OG0000222,2,1
OG0000222,1,1
OG0000224,2,1
OG0000224,1,1
OG0000224,1,1
OG0000224,2,1
OG0000224,1,1
OG0000225,1,2
OG0000225,2,1
OG0000225,1,1
OG0000225,1,1
OG0000225,2,1
OG0000225,1,1
OG0000225,1,2
OG0000225,2,1
OG0000225,2,1
OG0000226,1,1
OG0000226,1,1
OG0000226,1,2
OG0000226,2,1
OG0000226,2,1
OG0000226,1,1
OG0000226,2,1
OG0000226,1,1
OG0000226,3,1
OG0000226,3,1
OG0000227,1,1
OG0000227,2,1
OG0000227,1,1
OG0000227,2,1
OG0000227,1,1
OG0000227,2,1
OG0000227,1,2
OG0000227,1,2
OG0000228,1,2
OG0000228,1,1
OG0000228,3,1
OG0000228,2,1
OG0000228,1,1
OG0000229,1,2
OG0000229,1,1
OG0000229,2,1
OG0000230,1,2
OG0000230,1,2
OG0000230,1,3
OG0000231,1,1
OG0000232,2,4
OG0000234,5,5
OG0000234,1,1
OG0000235,1,1
OG0000235,1,1
OG0000235,2,1
OG0000236,1,2
OG0000237,1,1
OG0000237,1,1
OG0000238,1,1
OG0000238,2,1
OG0000238,1,1
OG0000239,2,2
OG0000240,2,2
OG0000242,2,1
OG0000242,2,1
OG0000242,2,1
OG0000242,1,2
OG0000243,2,1
OG0000244,1,1
OG0000244,2,1
OG0000244,2,1
OG0000244,3,1
OG0000244,1,1
OG0000244,1,1
OG0000244,1,1
OG0000244,2,1
OG0000244,1,1
OG0000245,1,3
OG0000245,1,1
OG0000245,1,1
OG0000245,1,1
OG0000245,1,2
OG0000245,2,1
OG0000246,1,2
OG0000246,1,1
OG0000246,1,1
OG0000246,2,1
OG0000247,1,2
OG0000247,1,1
OG0000247,2,2
OG0000248,1,1
OG0000248,1,1
OG0000249,3,4
OG0000249,1,2
OG0000249,2,1
OG0000250,1,3
OG0000251,3,1
OG0000251,1,1
OG0000251,1,3
OG0000252,1,1
OG0000252,1,1
OG0000252,1,1
OG0000252,1,1
OG0000252,1,1
OG0000253,2,1
OG0000253,1,1
OG0000253,1,1
OG0000253,2,2
OG0000254,1,1
OG0000254,1,1
OG0000256,2,1
OG0000256,1,2
OG0000256,2,1
OG0000257,2,1
OG0000257,3,1
OG0000257,1,3
OG0000257,1,1
OG0000257,1,1
OG0000257,1,1
OG0000258,1,2
OG0000258,1,2
OG0000258,2,1
OG0000258,1,1
OG0000259,2,1
OG0000259,1,1
OG0000259,1,1
OG0000259,1,1
OG0000260,1,1
OG0000260,1,1
OG0000260,2,1
OG0000260,2,1
OG0000260,1,1
OG0000260,1,2
OG0000260,1,1
OG0000260,1,1
OG0000260,1,1
OG0000261,2,2
OG0000261,1,1
OG0000264,2,1
OG0000264,1,1
OG0000266,1,2
OG0000266,1,2
OG0000266,1,1
OG0000266,1,1
OG0000266,2,1
OG0000266,1,1
OG0000267,15,3
OG0000268,2,2
OG0000268,3,1
OG0000269,1,1
OG0000269,1,2
OG0000269,2,2
OG0000270,1,1
OG0000270,1,2
OG0000271,1,1
OG0000271,1,1
OG0000272,2,1
OG0000273,1,1
OG0000273,1,2
OG0000273,1,2
OG0000273,1,1
OG0000274,1,5
OG0000275,2,2
OG0000275,1,1
OG0000275,1,2
OG0000275,1,1
OG0000275,2,2
OG0000277,2,1
OG0000277,1,1
OG0000277,1,1
OG0000277,1,1
OG0000278,1,1
OG0000279,1,1
OG0000279,1,1
OG0000279,1,1
OG0000279,1,1
OG0000280,2,2
OG0000280,1,1
OG0000280,1,1
OG0000280,1,1
OG0000280,2,1
OG0000281,1,1
OG0000281,1,2
OG0000281,3,1
OG0000281,3,3
OG0000282,1,1
OG0000283,2,1
OG0000283,2,1
OG0000283,2,1
OG0000284,1,1
OG0000284,1,2
OG0000285,1,1
OG0000285,1,1
OG0000286,2,1
OG0000286,1,1
OG0000286,1,1
OG0000286,1,1
OG0000287,1,2
OG0000287,1,1
OG0000288,1,1
OG0000288,1,1
OG0000289,2,1
OG0000290,2,1
OG0000290,2,1
OG0000291,1,1
OG0000291,1,1
OG0000292,2,1
OG0000292,1,3
OG0000292,1,1
OG0000292,2,1
OG0000294,2,1
OG0000294,2,1
OG0000294,1,1
OG0000294,2,1
OG0000294,2,1
OG0000294,1,1
OG0000295,1,1
OG0000295,2,1
OG0000296,10,2
OG0000297,1,1
OG0000297,1,1
OG0000297,1,1
OG0000297,2,1
OG0000297,2,1
OG0000298,3,2
OG0000299,1,1
OG0000299,1,1
OG0000299,2,1
OG0000299,1,1
OG0000299,1,1
OG0000299,1,1
OG0000299,1,1
OG0000299,1,2
OG0000300,1,1
OG0000300,1,1
OG0000300,4,2
OG0000300,1,1
OG0000300,1,2
OG0000300,1,1
OG0000301,2,1
OG0000301,1,1
OG0000301,1,1
OG0000301,1,1
OG0000301,1,1
OG0000301,1,1
OG0000302,2,1
OG0000302,1,1
OG0000302,1,1
OG0000302,1,1
OG0000303,2,2
OG0000303,1,1
OG0000303,1,1
OG0000303,1,2
OG0000303,1,2
OG0000304,2,1
OG0000305,1,1
OG0000305,1,2
OG0000305,1,1
OG0000305,1,2
OG0000305,2,1
OG0000305,1,1
OG0000306,2,1
OG0000306,2,3
OG0000306,2,1
OG0000306,1,1
OG0000306,1,1
OG0000306,1,1
OG0000307,2,1
OG0000307,1,2
OG0000307,1,1
OG0000307,2,1
OG0000307,2,1
OG0000308,2,1
OG0000308,1,2
OG0000308,2,1
OG0000308,1,1
OG0000308,1,1
OG0000309,1,3
OG0000309,2,1
OG0000310,2,1
OG0000311,1,1
OG0000314,1,1
OG0000314,1,1
OG0000314,1,1
OG0000315,2,2
OG0000315,2,1
OG0000315,2,1
OG0000316,1,1
OG0000316,1,1
OG0000317,2,2
OG0000317,1,1
OG0000317,2,1
OG0000319,1,5
OG0000320,2,4
OG0000320,1,2
OG0000321,1,2
OG0000321,1,2
OG0000322,13,5
OG0000323,2,1
OG0000324,2,1
OG0000324,1,1
OG0000324,2,1
OG0000324,1,2
OG0000325,2,1
OG0000325,1,1
OG0000325,2,1
OG0000325,1,1
OG0000325,1,1
OG0000325,1,1
OG0000325,1,1
OG0000326,1,2
OG0000327,1,2
OG0000327,1,1
OG0000327,1,1
OG0000327,1,2
OG0000328,3,1
OG0000329,1,2
OG0000329,1,1
OG0000329,3,3
OG0000329,1,1
OG0000329,1,2
OG0000329,1,1
OG0000330,1,5
OG0000330,1,3
OG0000331,2,2
OG0000331,1,1
OG0000332,2,1
OG0000332,1,1
OG0000332,1,1
OG0000332,1,1
OG0000333,2,1
OG0000333,1,1
OG0000333,2,1
OG0000333,2,2
OG0000333,2,2
OG0000333,1,1
OG0000334,1,1
OG0000336,2,2
OG0000337,1,1
OG0000337,1,1
OG0000338,2,2
OG0000338,1,1
OG0000338,1,1
OG0000338,2,1
OG0000339,1,1
OG0000339,1,1
OG0000339,1,1
OG0000339,5,1
OG0000339,2,1
OG0000339,1,2
OG0000339,2,1
OG0000340,2,1
OG0000340,2,1
OG0000340,2,1
OG0000340,1,1
OG0000340,1,1
OG0000340,1,1
OG0000341,1,1
OG0000341,3,1
OG0000342,1,1
OG0000342,3,1
OG0000342,1,1
OG0000342,1,1
OG0000343,1,3
OG0000343,1,2
OG0000344,1,1
OG0000344,1,1
OG0000344,2,3
OG0000345,1,2
OG0000347,1,1
OG0000347,3,2
OG0000347,2,1
OG0000347,1,2
OG0000348,4,1
OG0000349,1,2
OG0000349,1,1
OG0000349,1,2
OG0000349,1,1
OG0000350,2,1
OG0000351,2,1
OG0000352,1,1
OG0000352,2,1
OG0000353,2,1
OG0000353,1,1
OG0000353,2,1
OG0000353,2,1
OG0000354,1,1
OG0000354,1,1
OG0000356,3,1
OG0000356,3,1
OG0000356,1,1
OG0000359,1,1
OG0000359,1,2
OG0000359,1,1
OG0000359,1,1
OG0000359,1,1
OG0000361,1,1
OG0000361,1,1
OG0000361,4,1
OG0000361,1,2
OG0000361,2,1
OG0000361,1,1
OG0000361,1,1
OG0000362,3,1
OG0000362,1,1
OG0000363,1,1
OG0000364,2,1
OG0000364,2,1
OG0000365,2,1
OG0000365,2,1
OG0000365,1,2
OG0000365,4,1
OG0000365,1,1
OG0000366,1,2
OG0000366,1,2
OG0000366,1,1
OG0000367,1,2
OG0000368,1,2
OG0000368,1,1
OG0000368,1,1
OG0000368,1,2
OG0000368,2,1
OG0000368,1,1
OG0000371,1,1
OG0000371,2,1
OG0000371,1,1
OG0000371,1,1
OG0000371,1,1
OG0000371,1,1
OG0000371,1,1
OG0000371,1,1
OG0000372,1,1
OG0000372,2,1
OG0000372,1,4
OG0000372,1,2
OG0000373,2,2
OG0000373,1,1
OG0000373,1,1
OG0000373,1,1
OG0000373,2,1
OG0000374,1,3
OG0000374,2,2
OG0000374,2,1
OG0000375,2,2
OG0000375,2,1
OG0000375,3,1
OG0000375,3,1
OG0000375,2,1
OG0000375,2,1
OG0000377,2,10
OG0000378,2,1
OG0000378,2,1
OG0000378,2,1
OG0000378,1,1
OG0000378,2,1
OG0000379,2,4
OG0000380,1,1
OG0000380,1,1
OG0000380,1,1
OG0000380,1,1
OG0000381,1,1
OG0000381,2,1
OG0000381,1,1
OG0000381,1,1
OG0000381,3,1
OG0000381,2,1
OG0000382,1,1
OG0000382,21,3
OG0000383,2,1
OG0000383,1,1
OG0000383,2,1
OG0000383,1,1
OG0000383,1,1
OG0000383,1,1
OG0000384,1,1
OG0000384,1,1
OG0000385,2,1
OG0000386,2,1
OG0000387,1,1
OG0000387,2,1
OG0000387,1,2
OG0000388,2,1
OG0000388,1,2
OG0000388,1,1
OG0000389,2,1
OG0000389,1,1
OG0000389,2,1
OG0000389,2,1
OG0000390,2,1
OG0000392,1,1
OG0000393,1,1
OG0000394,2,1
OG0000394,1,1
OG0000394,1,1
OG0000394,2,1
OG0000394,1,1
OG0000395,1,4
OG0000395,4,3
OG0000397,1,1
OG0000397,1,3
OG0000398,2,3
OG0000398,2,1
OG0000398,1,1
OG0000398,1,2
OG0000400,1,3
OG0000400,1,1
OG0000400,3,1
OG0000401,1,2
OG0000401,1,3
OG0000401,1,1
OG0000402,1,1
OG0000402,1,1
OG0000402,2,1
OG0000402,2,1
OG0000402,1,2
OG0000403,1,2
OG0000403,1,1
OG0000403,1,1
OG0000404,1,1
OG0000404,1,1
