Orthogroup,Zizania_palustris,Oryza_sativa
OG0002359,1,1
OG0002359,1,1
OG0002360,1,2
OG0002361,2,1
OG0002362,1,1
OG0002362,4,1
OG0002363,2,1
OG0002363,1,1
OG0002364,1,2
OG0002364,1,1
OG0002365,1,1
OG0002366,1,2
OG0002366,2,1
OG0002367,1,1
OG0002368,1,1
OG0002368,1,1
OG0002368,2,1
OG0002368,2,1
OG0002369,1,2
OG0002369,1,1
OG0002370,1,1
OG0002370,2,3
OG0002371,1,1
OG0002371,1,1
OG0002372,1,1
OG0002373,2,1
OG0002373,2,2
OG0002374,1,1
OG0002374,1,1
OG0002375,2,1
OG0002376,1,1
OG0002377,2,1
OG0002377,1,1
OG0002378,4,1
OG0002378,3,1
OG0002378,1,1
OG0002379,1,1
OG0002380,1,1
OG0002380,1,1
OG0002381,1,2
OG0002381,2,1
OG0002382,2,2
OG0002383,3,1
OG0002383,1,1
OG0002384,2,1
OG0002384,1,1
OG0002385,1,1
OG0002385,2,3
OG0002386,1,1
OG0002386,1,1
OG0002387,2,1
OG0002387,1,1
OG0002388,3,2
OG0002388,3,1
OG0002389,1,1
OG0002389,3,1
OG0002389,1,1
OG0002390,2,1
OG0002390,2,1
OG0002390,1,1
OG0002390,3,1
OG0002391,1,1
OG0002391,1,2
OG0002392,1,2
OG0002392,2,1
OG0002393,1,1
OG0002393,1,1
OG0002394,1,1
OG0002394,2,1
OG0002395,1,1
OG0002395,1,1
OG0002396,2,2
OG0002397,1,1
OG0002398,1,1
OG0002400,1,1
OG0002400,2,1
OG0002401,2,3
OG0002402,1,1
OG0002403,2,4
OG0002404,2,1
OG0002405,1,1
OG0002405,1,1
OG0002406,1,2
OG0002406,1,1
OG0002407,1,2
OG0002407,1,1
OG0002409,1,2
OG0002409,1,1
OG0002410,2,1
OG0002411,2,1
OG0002412,1,1
OG0002413,1,1
OG0002414,1,2
OG0002415,2,2
OG0002416,1,1
OG0002416,1,1
OG0002419,1,2
OG0002420,2,1
OG0002421,1,1
OG0002422,2,3
OG0002422,1,1
OG0002423,2,1
OG0002424,2,1
OG0002425,2,4
OG0002426,2,1
OG0002426,1,1
OG0002428,1,1
OG0002428,2,1
OG0002428,2,2
OG0002429,1,1
OG0002430,3,1
OG0002430,2,1
OG0002431,3,2
OG0002432,2,1
OG0002432,3,1
OG0002432,4,2
OG0002433,1,1
OG0002434,1,1
OG0002434,2,1
OG0002434,2,1
OG0002435,5,1
OG0002436,1,2
OG0002437,9,1
OG0002437,6,1
OG0002438,1,1
OG0002439,3,1
OG0002440,1,1
OG0002441,1,2
OG0002441,1,1
OG0002442,1,2
OG0002442,1,2
OG0002443,1,1
OG0002444,1,1
OG0002444,2,2
OG0002444,1,1
OG0002445,1,1
OG0002446,1,1
OG0002447,3,2
OG0002447,1,3
OG0002449,2,1
OG0002450,1,1
OG0002450,1,1
OG0002451,1,2
OG0002451,2,1
OG0002452,1,1
OG0002454,1,2
OG0002455,1,1
OG0002455,2,1
OG0002457,1,1
OG0002457,1,1
OG0002457,1,1
OG0002458,2,1
OG0002460,2,1
OG0002461,1,2
OG0002461,2,1
OG0002462,2,1
OG0002463,1,2
OG0002464,3,1
OG0002464,1,1
OG0002465,1,1
OG0002465,1,1
OG0002466,1,2
OG0002467,3,1
OG0002468,1,2
OG0002469,2,1
OG0002470,2,1
OG0002471,1,1
OG0002472,1,1
OG0002472,2,1
OG0002473,1,1
OG0002474,1,1
OG0002477,1,1
OG0002478,1,1
OG0002479,1,1
OG0002480,1,1
OG0002480,1,2
OG0002482,1,1
OG0002482,2,1
OG0002482,1,2
OG0002483,1,1
OG0002484,2,1
OG0002484,2,1
OG0002484,1,1
OG0002485,2,1
OG0002485,1,1
OG0002486,1,1
OG0002487,1,1
OG0002488,1,1
OG0002488,1,1
OG0002489,1,2
OG0002490,2,1
OG0002490,3,1
OG0002490,3,1
OG0002491,1,1
OG0002491,2,1
OG0002491,1,3
OG0002492,1,4
OG0002493,2,1
OG0002493,1,1
OG0002495,2,2
OG0002495,1,1
OG0002495,1,1
OG0002496,1,1
OG0002496,2,1
OG0002496,3,2
OG0002498,2,2
OG0002498,2,3
OG0002499,4,2
OG0002501,1,1
OG0002502,2,1
OG0002502,3,1
OG0002503,1,1
OG0002504,1,2
OG0002505,3,1
OG0002507,2,2
OG0002507,2,1
OG0002508,1,1
OG0002509,1,1
OG0002510,2,1
OG0002510,4,1
OG0002511,1,2
OG0002512,1,1
OG0002512,1,1
OG0002513,1,3
OG0002513,1,1
OG0002514,2,2
OG0002515,3,1
OG0002516,3,2
OG0002517,3,2
OG0002518,1,2
OG0002518,1,1
OG0002519,3,1
OG0002520,1,1
OG0002523,2,1
OG0002525,3,1
OG0002525,1,1
OG0002525,1,1
OG0002526,2,2
OG0002527,1,1
OG0002527,1,1
OG0002528,2,1
OG0002529,2,1
OG0002530,2,1
OG0002531,1,2
OG0002533,1,1
OG0002534,1,1
OG0002535,2,1
OG0002537,2,2
OG0002537,1,1
OG0002538,2,1
OG0002539,1,1
OG0002540,3,1
OG0002540,2,1
OG0002541,2,1
OG0002541,1,1
OG0002542,2,1
OG0002542,1,1
OG0002542,1,1
OG0002543,1,1
OG0002544,4,1
OG0002544,2,2
OG0002544,1,2
OG0002545,1,1
OG0002545,2,1
OG0002546,1,1
OG0002546,1,2
OG0002547,1,2
OG0002548,1,5
OG0002548,3,12
OG0002549,1,1
OG0002550,2,1
OG0002550,1,1
OG0002550,1,1
OG0002551,1,1
OG0002551,1,1
OG0002552,1,1
OG0002553,2,2
OG0002554,2,1
OG0002554,1,1
OG0002555,1,5
OG0002556,1,1
OG0002557,1,1
OG0002557,1,1
OG0002558,2,1
OG0002558,1,3
OG0002558,1,2
OG0002559,2,2
OG0002559,1,1
OG0002560,2,2
OG0002560,1,1
OG0002562,1,1
OG0002562,1,2
OG0002562,1,2
OG0002563,2,1
OG0002564,1,1
OG0002564,3,1
OG0002565,1,1
OG0002567,1,1
OG0002568,3,2
OG0002569,2,1
OG0002570,1,1
OG0002571,2,1
OG0002574,19,2
OG0002575,1,2
OG0002576,1,1
OG0002577,2,2
OG0002577,1,1
OG0002577,1,1
OG0002578,2,1
OG0002578,1,2
OG0002579,2,1
OG0002580,1,1
OG0002580,1,1
OG0002581,1,1
OG0002582,2,3
OG0002583,2,1
OG0002583,1,1
OG0002583,3,2
OG0002584,1,4
OG0002584,1,3
OG0002585,2,1
OG0002586,2,1
OG0002586,2,1
OG0002586,2,2
OG0002587,1,2
OG0002588,1,1
OG0002589,2,1
OG0002590,1,2
OG0002590,1,2
OG0002591,1,1
OG0002592,1,2
OG0002593,1,1
OG0002593,2,1
OG0002594,2,1
OG0002595,1,2
OG0002595,2,2
OG0002596,1,1
OG0002597,1,1
OG0002597,1,2
OG0002598,1,1
OG0002599,1,1
OG0002600,1,1
OG0002601,1,2
OG0002602,4,2
OG0002603,1,1
OG0002604,1,1
OG0002605,2,2
OG0002606,1,1
OG0002608,1,2
OG0002608,1,2
OG0002610,1,2
OG0002610,1,1
OG0002611,1,2
OG0002611,1,1
OG0002611,1,1
OG0002612,1,1
OG0002613,2,2
OG0002614,7,1
OG0002615,2,1
OG0002615,1,2
OG0002617,1,1
OG0002618,1,4
OG0002619,2,1
OG0002619,1,1
OG0002620,1,3
OG0002621,1,2
OG0002622,1,2
OG0002622,1,1
OG0002622,2,1
OG0002625,1,1
OG0002626,1,1
OG0002627,1,1
OG0002628,2,3
OG0002630,1,1
OG0002631,3,2
OG0002631,1,2
OG0002631,1,1
OG0002632,2,1
OG0002633,1,2
OG0002634,1,1
OG0002634,1,1
OG0002635,3,1
OG0002636,2,1
OG0002636,1,1
OG0002637,2,1
OG0002638,1,1
OG0002638,1,1
OG0002640,2,1
OG0002640,1,1
OG0002641,2,2
OG0002641,1,2
OG0002641,1,1
OG0002643,2,2
OG0002644,1,1
OG0002645,3,2
OG0002646,1,1
OG0002646,1,1
OG0002647,1,2
OG0002647,1,2
OG0002648,1,2
OG0002649,5,1
OG0002650,1,1
OG0002651,2,1
OG0002651,1,2
OG0002651,1,1
OG0002652,1,2
OG0002653,2,1
OG0002653,2,2
OG0002653,2,1
OG0002654,2,3
OG0002654,1,1
OG0002655,1,1
OG0002655,1,1
OG0002656,1,2
OG0002656,1,2
OG0002657,1,1
OG0002658,1,2
OG0002658,1,1
OG0002658,1,1
OG0002659,2,2
OG0002659,1,1
OG0002660,1,1
OG0002660,1,2
OG0002662,1,3
OG0002662,1,1
OG0002663,2,3
OG0002663,1,1
OG0002664,1,3
OG0002665,1,1
OG0002666,1,1
OG0002667,1,1
OG0002667,1,1
OG0002668,1,2
OG0002669,2,1
OG0002671,2,2
OG0002672,2,2
OG0002673,2,1
OG0002676,1,1
OG0002676,2,1
OG0002677,2,2
OG0002678,1,2
OG0002678,1,1
OG0002679,1,2
OG0002680,1,2
OG0002681,1,1
OG0002682,1,1
OG0002682,1,1
OG0002683,1,1
OG0002683,3,1
OG0002684,1,1
OG0002684,1,1
OG0002685,1,1
OG0002685,2,2
OG0002686,2,1
OG0002687,2,1
OG0002687,1,1
OG0002688,1,1
OG0002688,3,1
OG0002689,3,1
OG0002689,3,1
OG0002690,1,1
OG0002690,2,2
OG0002691,1,2
OG0002692,1,1
OG0002693,1,1
OG0002694,1,1
OG0002694,2,1
OG0002695,2,2
OG0002695,1,2
OG0002696,2,1
OG0002697,1,1
OG0002698,1,1
OG0002699,1,2
OG0002700,1,1
OG0002700,2,1
OG0002701,1,1
OG0002701,1,1
OG0002702,2,1
OG0002703,2,1
OG0002703,1,1
OG0002704,3,1
OG0002705,1,1
OG0002706,1,1
OG0002707,1,4
OG0002708,1,1
OG0002708,1,1
OG0002709,1,1
OG0002709,1,1
OG0002710,1,1
OG0002712,1,3
OG0002713,2,2
OG0002713,1,1
OG0002715,1,1
OG0002716,2,1
OG0002717,1,1
OG0002717,6,2
OG0002718,2,1
OG0002718,1,1
OG0002719,1,1
OG0002720,1,1
OG0002721,1,2
OG0002721,2,1
OG0002722,1,2
OG0002723,1,1
OG0002723,2,1
OG0002723,1,1
OG0002724,2,1
OG0002724,2,1
OG0002725,1,1
OG0002727,2,2
OG0002727,1,1
OG0002728,3,1
OG0002728,2,2
OG0002728,2,1
OG0002728,2,1
OG0002729,1,1
OG0002730,1,1
OG0002730,1,1
OG0002731,1,1
OG0002732,1,1
OG0002732,2,1
OG0002733,1,1
OG0002733,1,1
OG0002734,1,2
OG0002735,1,1
OG0002736,2,1
OG0002737,3,1
OG0002738,2,2
OG0002739,2,2
OG0002740,1,1
OG0002741,1,1
OG0002746,1,1
OG0002747,1,2
OG0002748,1,1
OG0002748,2,2
OG0002749,1,2
OG0002750,1,1
OG0002751,2,2
OG0002752,2,1
OG0002754,1,1
OG0002754,1,2
OG0002755,2,1
OG0002756,1,1
OG0002756,1,1
OG0002756,3,1
OG0002757,1,1
OG0002757,1,1
OG0002759,2,1
OG0002759,1,1
OG0002762,6,2
OG0002762,1,2
OG0002763,2,1
OG0002763,1,1
OG0002764,3,1
OG0002766,1,2
OG0002767,1,1
OG0002768,1,1
OG0002768,1,1
OG0002768,1,1
OG0002768,1,1
OG0002770,1,1
OG0002771,2,1
OG0002772,3,1
OG0002772,3,2
OG0002773,2,1
OG0002774,1,1
OG0002774,3,1
OG0002775,1,1
OG0002775,1,1
OG0002776,2,2
OG0002777,3,1
OG0002777,2,1
OG0002778,1,1
OG0002778,2,2
OG0002779,1,1
OG0002780,1,1
OG0002780,1,1
OG0002781,4,1
OG0002782,2,1
OG0002782,1,1
OG0002783,1,1
OG0002784,1,1
OG0002784,1,1
OG0002785,2,1
OG0002785,1,1
OG0002786,3,1
OG0002787,1,1
OG0002788,1,2
OG0002788,1,1
OG0002789,2,1
OG0002790,1,5
OG0002791,1,3
OG0002791,1,3
OG0002792,2,3
OG0002793,1,1
OG0002793,1,1
OG0002793,2,1
OG0002793,1,1
OG0002794,1,1
OG0002795,2,3
OG0002796,1,1
OG0002797,1,1
OG0002797,1,2
OG0002798,3,2
OG0002798,1,1
OG0002800,2,1
OG0002801,2,1
OG0002801,1,1
OG0002802,1,1
OG0002803,1,2
OG0002804,1,1
OG0002806,2,1
OG0002806,2,1
OG0002807,1,1
OG0002807,1,1
OG0002808,2,1
OG0002808,1,2
OG0002809,1,1
OG0002810,1,1
OG0002811,1,1
OG0002812,2,1
OG0002814,1,1
OG0002816,2,1
OG0002818,3,1
OG0002818,2,1
OG0002819,1,2
OG0002819,2,2
OG0002820,1,1
OG0002821,1,3
OG0002821,1,1
OG0002821,2,2
OG0002822,1,1
OG0002822,1,1
OG0002823,2,3
OG0002824,3,1
OG0002825,2,1
OG0002825,1,1
OG0002826,1,1
OG0002827,1,1
OG0002828,2,1
OG0002828,2,1
OG0002829,1,1
OG0002829,2,1
OG0002830,3,1
OG0002830,1,2
OG0002831,1,2
OG0002831,1,1
OG0002832,1,1
OG0002832,1,1
OG0002832,2,1
OG0002833,1,1
OG0002833,1,1
OG0002833,2,1
OG0002834,1,1
OG0002834,2,2
OG0002835,1,1
OG0002836,1,1
OG0002836,2,2
OG0002837,3,3
OG0002838,2,1
OG0002838,2,1
OG0002838,3,1
OG0002838,2,1
OG0002839,1,1
OG0002840,1,1
OG0002841,2,1
OG0002843,2,1
OG0002843,4,1
OG0002846,2,3
OG0002846,1,1
OG0002847,1,1
OG0002848,1,1
OG0002848,3,1
OG0002849,1,1
OG0002850,1,1
OG0002851,2,1
OG0002851,1,1
OG0002852,1,1
OG0002854,1,1
OG0002854,2,1
OG0002854,1,1
OG0002856,1,1
OG0002856,1,1
OG0002856,1,1
OG0002857,1,1
OG0002858,3,1
OG0002859,1,2
OG0002860,1,1
OG0002861,1,2
OG0002861,2,1
OG0002861,1,1
OG0002862,1,2
OG0002863,1,2
OG0002863,2,2
OG0002864,2,1
OG0002864,1,1
OG0002866,2,1
OG0002866,2,1
OG0002867,2,1
OG0002869,1,1
OG0002869,1,1
OG0002870,1,1
OG0002871,2,3
OG0002873,1,1
OG0002874,1,1
OG0002875,3,1
OG0002875,1,1
OG0002876,1,1
OG0002877,1,3
OG0002879,1,1
OG0002880,2,2
OG0002883,1,1
OG0002884,1,2
OG0002885,1,2
OG0002886,1,1
OG0002886,1,1
OG0002887,2,2
OG0002888,1,1
OG0002889,2,1
OG0002890,1,1
OG0002891,1,1
OG0002892,1,1
OG0002893,1,1
OG0002894,2,2
OG0002894,2,2
OG0002896,2,1
OG0002897,1,2
OG0002901,1,2
OG0002901,1,3
OG0002902,2,1
OG0002902,4,1
OG0002903,2,1
OG0002903,2,1
OG0002904,3,1
OG0002905,1,2
OG0002907,1,1
OG0002908,2,1
OG0002909,1,4
OG0002910,2,2
OG0002910,1,1
OG0002910,2,1
OG0002911,2,1
OG0002911,1,1
OG0002912,2,1
OG0002912,2,3
OG0002913,1,1
OG0002914,1,1
OG0002914,2,1
OG0002916,1,1
OG0002916,1,1
OG0002916,1,1
OG0002916,1,1
OG0002917,2,1
OG0002918,2,1
OG0002919,2,1
OG0002919,1,1
OG0002921,2,1
OG0002921,1,1
OG0002922,1,1
OG0002922,1,1
OG0002922,1,1
OG0002924,1,1
OG0002925,1,1
OG0002925,1,2
OG0002926,1,1
OG0002927,1,1
OG0002928,2,1
OG0002928,1,1
OG0002929,1,1
OG0002929,1,1
OG0002931,2,1
OG0002931,1,1
OG0002932,1,1
OG0002932,1,2
OG0002933,1,1
OG0002933,2,1
OG0002933,1,1
OG0002934,2,1
OG0002935,1,1
OG0002937,1,1
OG0002940,1,1
OG0002941,1,1
OG0002941,2,1
OG0002942,2,1
OG0002943,1,1
OG0002943,2,2
OG0002944,2,1
OG0002945,1,1
OG0002946,1,1
OG0002947,1,1
OG0002948,1,1
OG0002949,1,2
OG0002949,3,3
OG0002950,1,1
OG0002951,2,1
OG0002952,2,1
OG0002953,2,1
OG0002954,1,1
OG0002954,3,1
OG0002955,1,1
OG0002957,1,1
OG0002958,1,1
OG0002960,1,1
OG0002962,2,1
OG0002962,1,1
OG0002963,2,1
OG0002963,3,1
OG0002964,1,1
OG0002964,1,1
OG0002965,1,1
OG0002965,1,1
OG0002966,1,1
OG0002966,1,2
OG0002966,1,1
OG0002966,1,1
OG0002968,2,1
OG0002968,2,1
OG0002969,1,1
OG0002970,2,2
OG0002970,1,1
OG0002971,2,1
OG0002973,1,2
OG0002974,1,1
OG0002975,1,1
OG0002976,1,1
OG0002976,1,1
OG0002977,2,1
OG0002977,3,1
OG0002977,1,1
OG0002977,1,1
OG0002978,1,1
OG0002978,2,1
OG0002979,1,3
OG0002979,1,1
OG0002979,2,1
OG0002979,1,1
OG0002980,1,1
OG0002980,1,1
OG0002980,1,1
OG0002981,1,1
OG0002983,1,1
OG0002983,1,1
OG0002983,1,1
OG0002984,2,1
OG0002985,1,1
OG0002986,1,2
OG0002987,2,1
OG0002987,3,1
OG0002988,1,5
OG0002989,1,1
OG0002989,1,1
OG0002992,2,2
OG0002993,1,1
OG0002995,2,1
OG0002996,2,1
OG0002996,1,1
OG0002997,1,1
OG0002997,1,1
OG0002998,3,1
OG0003000,2,1
OG0003001,2,1
OG0003001,1,1
OG0003002,2,1
OG0003003,1,1
OG0003005,1,1
OG0003006,1,1
OG0003006,2,1
OG0003007,1,1
OG0003008,1,2
OG0003008,1,1
OG0003009,2,1
OG0003010,1,1
OG0003011,1,1
OG0003011,1,1
OG0003012,1,1
OG0003012,1,2
OG0003013,1,1
OG0003015,1,1
OG0003016,1,1
OG0003016,4,1
OG0003017,2,1
OG0003017,2,1
OG0003019,1,1
OG0003020,1,1
OG0003020,2,1
OG0003022,1,1
OG0003023,1,1
OG0003023,2,1
OG0003024,1,1
OG0003025,3,2
OG0003025,1,1
OG0003027,3,2
OG0003028,1,1
OG0003028,1,1
OG0003029,1,1
OG0003030,1,1
OG0003031,2,2
OG0003032,1,1
OG0003032,2,1
OG0003033,1,2
OG0003034,1,2
OG0003035,3,1
OG0003036,2,1
OG0003037,1,1
OG0003038,3,1
OG0003038,2,1
OG0003039,1,1
OG0003041,2,1
OG0003042,1,1
OG0003043,1,1
OG0003044,2,1
OG0003045,1,1
OG0003047,1,1
OG0003048,1,1
OG0003048,1,1
OG0003050,2,2
OG0003051,1,1
OG0003052,2,3
OG0003052,1,1
OG0003055,2,1
OG0003058,1,1
OG0003059,1,2
OG0003059,1,1
OG0003060,1,1
OG0003061,2,1
OG0003062,3,1
OG0003062,2,1
OG0003063,2,1
OG0003064,1,1
OG0003065,2,1
OG0003065,1,1
OG0003067,1,1
OG0003067,1,2
OG0003068,2,1
OG0003068,2,2
OG0003069,1,2
OG0003070,1,1
OG0003070,1,1
OG0003071,1,1
OG0003072,3,2
OG0003073,2,1
OG0003073,4,1
OG0003074,1,1
OG0003074,1,1
OG0003074,1,1
OG0003075,3,2
OG0003076,2,1
OG0003076,1,2
OG0003076,2,1
OG0003077,1,2
OG0003077,1,1
OG0003077,1,1
OG0003078,1,2
OG0003079,4,1
OG0003079,1,1
OG0003080,2,1
OG0003081,1,1
OG0003081,2,1
OG0003082,1,1
OG0003082,1,1
OG0003083,5,2
OG0003083,1,1
OG0003084,2,1
OG0003085,1,3
OG0003085,1,1
OG0003086,1,1
OG0003086,1,2
OG0003087,1,1
OG0003087,2,1
OG0003088,1,2
OG0003089,1,2
OG0003090,1,2
OG0003090,2,1
OG0003091,1,1
OG0003093,1,1
OG0003094,3,1
OG0003094,1,1
OG0003095,2,3
OG0003095,2,2
OG0003096,2,1
OG0003096,1,1
OG0003096,1,1
OG0003097,1,1
OG0003098,3,1
OG0003099,2,2
OG0003101,1,1
OG0003101,2,1
OG0003103,2,1
OG0003104,1,1
OG0003106,1,1
OG0003107,1,1
OG0003108,2,2
OG0003110,1,2
OG0003112,1,2
OG0003113,1,1
OG0003114,2,2
OG0003114,1,1
OG0003115,1,1
OG0003116,2,1
OG0003117,1,1
OG0003117,1,2
OG0003118,2,1
OG0003119,2,1
OG0003121,7,5
OG0003122,1,1
OG0003122,1,1
OG0003126,1,1
OG0003129,3,1
OG0003129,1,1
OG0003131,1,4
OG0003131,1,2
OG0003134,1,1
OG0003138,1,1
OG0003140,1,1
OG0003143,1,1
OG0003144,1,1
OG0003146,1,1
OG0003146,2,2
OG0003147,1,1
OG0003148,1,1
OG0003148,1,1
OG0003149,2,1
OG0003150,1,1
OG0003150,2,1
OG0003152,3,1
OG0003153,1,1
OG0003153,1,1
OG0003154,1,1
OG0003154,3,1
OG0003155,2,1
OG0003156,1,1
OG0003156,1,1
OG0003157,1,2
OG0003157,2,1
OG0003158,1,1
OG0003158,1,1
OG0003159,1,1
OG0003159,2,1
OG0003160,2,1
OG0003161,1,1
OG0003162,1,1
OG0003162,2,1
OG0003162,2,1
OG0003163,2,1
OG0003164,1,1
OG0003164,1,1
OG0003165,1,1
OG0003166,2,1
OG0003167,2,1
OG0003167,2,1
OG0003170,1,1
OG0003171,3,1
OG0003172,1,2
OG0003172,1,1
OG0003173,1,1
OG0003174,1,1
OG0003174,1,1
OG0003175,2,1
OG0003175,1,1
OG0003175,3,2
OG0003176,2,1
OG0003176,2,1
OG0003178,2,1
OG0003178,1,1
OG0003179,1,3
OG0003180,1,2
OG0003181,1,1
OG0003181,1,1
OG0003182,2,1
OG0003182,2,1
OG0003183,1,2
OG0003184,1,1
OG0003185,1,1
OG0003186,1,1
OG0003187,1,1
OG0003187,1,1
OG0003188,1,1
OG0003188,1,1
OG0003189,2,1
OG0003189,2,2
OG0003191,1,2
OG0003193,1,1
OG0003195,3,2
OG0003195,1,1
OG0003196,1,2
OG0003197,1,1
OG0003197,2,1
OG0003198,2,1
OG0003200,1,1
OG0003201,2,2
OG0003202,1,2
OG0003203,1,2
OG0003207,1,1
OG0003208,2,1
OG0003208,1,2
OG0003209,1,2
OG0003209,1,1
OG0003209,2,1
OG0003210,2,3
OG0003210,1,1
OG0003210,1,2
OG0003212,2,1
OG0003213,2,2
OG0003214,3,1
OG0003215,1,1
OG0003215,2,2
OG0003215,2,1
OG0003216,1,3
OG0003216,1,2
OG0003217,2,1
OG0003217,1,1
OG0003218,2,3
OG0003218,1,1
OG0003219,2,1
OG0003220,1,1
OG0003220,2,1
OG0003220,2,1
OG0003220,2,1
OG0003221,1,1
OG0003223,2,1
OG0003223,1,1
OG0003223,1,1
OG0003223,2,1
OG0003224,2,2
OG0003225,2,1
OG0003225,2,1
OG0003226,2,2
OG0003227,1,1
OG0003227,1,1
OG0003227,1,1
OG0003228,1,2
OG0003229,1,1
OG0003229,2,2
OG0003230,1,1
OG0003231,1,1
OG0003232,1,1
OG0003233,1,1
OG0003234,1,1
OG0003234,1,1
OG0003235,1,1
OG0003236,1,1
OG0003238,3,1
OG0003238,1,2
OG0003239,2,1
OG0003239,1,1
OG0003240,3,2
OG0003241,1,2
OG0003242,2,1
OG0003242,1,1
OG0003242,2,1
OG0003243,2,1
OG0003244,1,1
OG0003245,1,2
OG0003245,1,1
OG0003246,1,1
OG0003247,4,1
OG0003248,2,1
OG0003248,1,1
OG0003248,1,1
OG0003249,2,1
OG0003249,1,1
OG0003250,2,1
OG0003251,2,1
OG0003251,2,1
OG0003253,1,1
OG0003254,2,1
OG0003254,2,1
OG0003255,1,1
OG0003255,2,1
OG0003256,3,1
OG0003257,2,1
OG0003258,1,1
OG0003259,1,2
OG0003259,2,1
OG0003260,1,2
OG0003261,1,1
OG0003262,1,1
OG0003264,1,1
OG0003265,1,2
OG0003266,1,2
OG0003267,1,1
OG0003267,1,1
OG0003269,1,1
OG0003269,1,1
OG0003270,2,2
OG0003272,3,1
OG0003272,1,1
OG0003273,3,1
OG0003273,2,1
OG0003274,1,2
OG0003275,1,1
OG0003276,1,1
OG0003278,3,1
OG0003279,1,3
OG0003280,1,1
OG0003280,1,4
OG0003281,1,3
OG0003282,1,1
OG0003283,1,3
OG0003284,1,1
OG0003286,1,1
OG0003286,1,1
OG0003287,2,1
OG0003288,2,1
OG0003289,1,1
OG0003290,1,3
OG0003291,2,1
OG0003292,2,2
OG0003293,1,1
OG0003293,1,1
OG0003294,1,1
OG0003296,2,2
OG0003296,2,1
OG0003298,1,1
OG0003299,2,1
OG0003299,1,1
OG0003300,1,3
OG0003300,1,1
OG0003300,2,2
OG0003301,1,1
OG0003301,1,1
OG0003303,3,1
OG0003304,1,1
OG0003304,2,2
OG0003305,2,1
OG0003306,1,2
OG0003306,1,1
OG0003307,1,2
OG0003307,1,1
OG0003307,1,1
OG0003308,1,1
OG0003309,3,1
OG0003309,1,1
OG0003309,1,1
OG0003310,1,1
OG0003313,2,1
OG0003314,2,1
OG0003314,2,1
OG0003315,1,1
OG0003317,1,1
OG0003318,1,2
OG0003319,2,1
OG0003319,1,1
OG0003319,2,2
OG0003320,1,1
OG0003320,2,2
OG0003321,2,1
OG0003322,3,2
OG0003322,2,1
OG0003323,1,1
OG0003324,4,2
OG0003324,1,3
OG0003325,1,1
OG0003327,4,2
OG0003327,1,1
OG0003327,1,2
OG0003328,1,1
OG0003329,1,1
OG0003331,1,1
OG0003332,2,1
OG0003334,1,1
OG0003335,1,1
OG0003336,1,1
OG0003337,3,2
OG0003338,1,1
OG0003339,1,1
OG0003339,1,1
OG0003340,1,1
OG0003340,1,1
OG0003341,1,1
OG0003341,1,1
OG0003342,1,1
OG0003342,1,1
OG0003343,2,3
OG0003344,1,1
OG0003345,1,2
OG0003346,2,3
OG0003346,1,1
OG0003347,2,1
OG0003348,1,1
OG0003348,1,1
OG0003350,1,1
OG0003351,2,2
OG0003351,3,1
OG0003351,1,1
OG0003352,2,1
OG0003352,1,1
OG0003353,1,1
OG0003354,1,1
OG0003355,1,1
OG0003356,1,1
OG0003356,2,1
OG0003357,2,3
OG0003358,1,1
OG0003359,1,1
OG0003359,1,1
OG0003360,2,1
OG0003361,2,1
OG0003361,2,1
OG0003362,1,2
OG0003363,1,1
OG0003365,2,1
OG0003365,4,1
OG0003366,1,1
OG0003367,1,2
OG0003368,2,3
OG0003369,1,1
OG0003370,1,1
OG0003371,1,1
OG0003372,4,1
OG0003373,1,1
OG0003373,1,1
OG0003378,2,2
OG0003379,1,1
OG0003380,1,1
OG0003380,1,1
OG0003381,2,1
OG0003381,1,2
OG0003381,1,1
OG0003382,1,1
OG0003382,2,1
OG0003387,2,2
OG0003387,2,1
OG0003388,2,1
OG0003388,2,1
OG0003391,2,1
OG0003392,1,2
OG0003394,1,1
OG0003395,2,1
OG0003396,1,1
OG0003397,1,1
OG0003398,1,3
OG0003398,1,1
OG0003398,1,1
OG0003399,3,1
OG0003400,2,1
OG0003401,1,1
OG0003401,2,1
OG0003402,1,2
OG0003403,2,2
OG0003404,1,1
OG0003404,1,1
OG0003405,2,5
OG0003406,1,1
OG0003407,1,2
OG0003407,2,1
OG0003408,1,1
OG0003409,1,2
OG0003410,1,1
OG0003410,1,1
OG0003411,1,1
OG0003412,1,1
OG0003413,2,1
OG0003414,1,2
OG0003414,1,3
OG0003416,1,2
OG0003418,1,1
OG0003419,7,2
OG0003419,1,1
OG0003419,1,1
OG0003420,1,1
OG0003421,3,1
OG0003421,1,1
OG0003422,2,1
OG0003423,2,1
OG0003423,2,1
OG0003424,2,1
OG0003426,2,1
OG0003426,2,1
OG0003427,2,1
OG0003428,2,1
OG0003429,2,1
OG0003429,1,2
OG0003429,1,1
OG0003430,2,1
OG0003431,2,2
OG0003432,1,1
OG0003433,1,1
OG0003434,1,2
OG0003435,1,1
OG0003435,1,1
OG0003436,2,2
OG0003436,4,1
OG0003437,1,1
OG0003439,1,1
OG0003440,2,1
OG0003441,1,1
OG0003441,1,1
OG0003442,1,1
OG0003443,2,2
OG0003443,1,1
OG0003444,1,1
OG0003444,1,1
OG0003446,1,2
OG0003447,1,1
OG0003448,3,1
OG0003449,1,1
